sale_id,customer_id,vehicle_id,sale_date,final_price,discount,dealer_region,payment_type
85,4589,346,2021-10-02,1742610,119343,Delhi,Cash
86,2751,1004,2024-06-29,3538244,5272,Delhi,Cash
87,794,101,2022-04-15,1079314,54568,Mumbai,Loan
88,1054,108,2022-04-04,740370,80977,Hyderabad,Loan
89,3183,1890,2025-06-30,2213766,47264,Hyderabad,EMI
90,2255,1583,2024-12-13,4178565,90208,Bangalore,EMI
91,834,350,2025-07-30,1349284,49206,Chennai,Cash
92,4783,528,2023-04-30,2209249,123041,Mumbai,Loan
93,4654,1268,2023-10-16,4325665,50205,Bangalore,EMI
94,694,1380,2024-06-05,2230589,53574,Bangalore,Loan
95,3089,814,2024-01-29,2472808,21701,Bangalore,EMI
96,901,974,2025-10-10,2110005,155995,Chennai,EMI
97,4431,1150,2023-04-09,521038,138298,Hyderabad,EMI
98,1370,1012,2023-11-23,1214098,194050,Mumbai,Loan
99,4653,628,2025-06-26,481414,162073,Chennai,EMI
100,2892,1828,2023-02-07,2224565,107090,Hyderabad,Loan
101,2872,44,2021-06-16,897349,101286,Mumbai,Loan
102,4993,1055,2022-01-14,955221,42750,Hyderabad,Cash
103,124,1977,2026-01-18,1139351,114382,Hyderabad,EMI
104,1803,1896,2025-06-08,1187246,41681,Hyderabad,EMI
105,3087,1463,2021-02-24,989381,37098,Chennai,EMI
106,826,690,2025-07-24,4237066,4374,Bangalore,EMI
107,2646,1285,2022-06-12,983429,58419,Bangalore,EMI
108,2458,1112,2025-04-12,1940657,162903,Delhi,Loan
109,4499,1362,2022-02-11,2691995,149736,Bangalore,EMI
110,2196,1247,2025-07-29,3203795,38285,Mumbai,Cash
111,4596,1877,2024-04-22,1816307,162697,Bangalore,Cash
112,1599,1693,2021-12-02,2299185,31130,Bangalore,Loan
113,1729,1513,2025-02-18,452250,133006,Chennai,Loan
114,387,837,2023-04-26,1276898,166917,Delhi,EMI
115,2214,253,2023-07-04,961833,40492,Delhi,EMI
116,937,1260,2023-03-30,1335412,99420,Bangalore,Loan
117,2742,58,2021-07-07,657711,159648,Delhi,Cash
118,4088,997,2023-08-30,686127,34825,Bangalore,EMI
119,1147,517,2021-11-03,1868974,139999,Delhi,Loan
120,1649,22,2024-10-13,824683,21434,Delhi,Cash
121,2742,1747,2022-12-07,984281,72871,Bangalore,EMI
122,359,1481,2023-04-16,1455261,104086,Mumbai,Loan
123,530,1170,2022-07-07,1372974,133259,Mumbai,Cash
124,2192,70,2023-08-30,515532,32618,Delhi,EMI
125,743,1065,2025-01-25,1786520,152651,Bangalore,Cash
126,4385,386,2024-08-31,1026711,98695,Bangalore,EMI
127,4929,1589,2021-09-26,969105,59013,Bangalore,Cash
128,3962,1279,2022-10-13,920401,47701,Mumbai,EMI
129,924,127,2021-08-23,1225309,59057,Mumbai,EMI
130,1819,1364,2023-03-31,2247980,128332,Mumbai,Loan
131,1798,1838,2025-04-21,2049105,39808,Chennai,EMI
132,3819,217,2022-08-05,524676,141074,Hyderabad,Cash
133,3826,298,2022-04-20,3736805,80780,Delhi,Cash
134,635,1874,2024-03-15,1109574,83528,Bangalore,EMI
135,2716,953,2021-11-22,2481742,114661,Chennai,EMI
136,1970,77,2022-10-25,1870794,165935,Hyderabad,Loan
137,4182,1373,2023-06-06,603763,79540,Hyderabad,Cash
138,3376,495,2023-06-28,683960,142575,Delhi,EMI
139,1482,1121,2022-10-25,4104773,75446,Bangalore,Cash
140,3025,113,2021-11-22,999444,101316,Hyderabad,Loan
141,4624,1324,2023-02-17,580992,123788,Mumbai,EMI
142,2562,1485,2024-11-29,2309648,173746,Hyderabad,EMI
143,3241,439,2024-12-04,739810,43382,Bangalore,EMI
144,3359,889,2021-02-27,397876,118273,Mumbai,Loan
145,4635,1881,2025-07-17,1210730,99212,Delhi,Loan
146,1232,1834,2025-10-02,4235160,36710,Mumbai,EMI
147,3432,1537,2022-09-22,2448714,50406,Delhi,EMI
148,2817,340,2023-01-16,439993,182780,Delhi,EMI
149,1974,834,2022-03-17,1159384,99562,Mumbai,Cash
150,2706,711,2023-09-20,1228008,59020,Mumbai,EMI
151,510,1585,2023-01-03,1258235,155419,Mumbai,Cash
152,3558,555,2022-05-23,797698,151971,Delhi,EMI
153,981,1431,2025-12-17,617182,124693,Mumbai,Loan
154,1924,79,2023-06-02,4158780,18077,Chennai,Loan
155,355,532,2024-02-09,812768,60674,Hyderabad,Cash
156,1550,529,2021-05-02,1051253,93705,Hyderabad,Loan
157,3819,222,2023-02-15,542797,86093,Delhi,EMI
158,3830,1843,2023-06-30,2088002,17756,Chennai,Loan
159,2888,40,2023-06-10,2028425,24790,Hyderabad,Loan
160,3849,293,2021-10-29,1272435,21045,Chennai,EMI
161,2221,1932,2022-01-16,690525,21181,Hyderabad,Loan
162,1258,1198,2022-10-16,716020,153616,Bangalore,Loan
163,4626,1090,2023-12-15,1371124,177035,Mumbai,EMI
164,925,1924,2021-09-26,3697536,198103,Chennai,EMI
165,3820,929,2023-02-16,801221,36833,Delhi,Loan
166,166,1176,2022-06-07,659140,104074,Mumbai,Loan
167,1739,630,2024-03-10,2015550,158102,Hyderabad,Cash
168,1801,1314,2025-08-27,1376051,11716,Delhi,Cash
169,151,1042,2022-09-06,420527,144158,Chennai,EMI
170,74,240,2022-03-09,2340310,70505,Bangalore,Loan
171,1768,1911,2025-09-20,833483,196897,Delhi,Cash
172,1037,287,2023-04-26,558397,73936,Bangalore,Loan
173,2677,640,2023-04-25,402021,151289,Hyderabad,Loan
174,687,1680,2023-04-16,2436461,35081,Delhi,Loan
175,3555,870,2022-01-19,1627592,57363,Bangalore,Cash
176,1327,1102,2021-09-15,795732,45992,Mumbai,Loan
177,4631,542,2022-09-07,876477,20921,Chennai,Cash
178,191,987,2024-11-07,3305548,195563,Mumbai,Loan
179,2034,899,2025-05-13,1143730,126420,Bangalore,Loan
180,615,903,2022-02-18,953741,82077,Mumbai,Cash
181,3013,197,2021-04-20,1252554,197719,Hyderabad,Cash
182,394,47,2025-09-08,729328,159071,Mumbai,Loan
183,3712,779,2022-09-08,549777,130240,Chennai,EMI
184,3886,1777,2023-12-25,2051534,194724,Bangalore,Cash
185,787,793,2022-07-27,1540614,118125,Hyderabad,Loan
186,4596,1176,2022-12-03,635708,127506,Hyderabad,Cash
187,4362,15,2021-11-19,2572043,146100,Chennai,Cash
188,1391,1534,2023-11-10,3206855,190828,Hyderabad,Cash
189,3577,1508,2023-03-27,1591132,157980,Hyderabad,Loan
190,2634,1747,2021-11-24,1048507,8645,Mumbai,Loan
191,3863,613,2022-01-31,1284240,68015,Hyderabad,Cash
192,2757,651,2021-11-06,571019,28528,Hyderabad,Cash
193,3686,1912,2023-04-08,740429,102575,Bangalore,Loan
194,366,525,2025-05-16,1032021,65910,Chennai,Loan
195,1013,1778,2021-07-21,1232940,177539,Mumbai,Loan
196,2122,716,2024-01-17,530782,44959,Bangalore,Loan
197,4656,1483,2024-08-26,1350506,40307,Hyderabad,Loan
198,4477,1826,2025-01-19,2194568,132374,Mumbai,EMI
199,969,839,2025-01-19,2369372,72252,Chennai,EMI
200,3912,912,2024-01-05,917088,145056,Chennai,Loan
201,4238,282,2023-06-10,4576748,141966,Mumbai,Loan
202,147,920,2022-10-04,1729189,88240,Bangalore,EMI
203,4688,1842,2022-08-29,1647239,25447,Bangalore,Cash
204,3597,228,2021-09-29,584005,48337,Bangalore,Loan
205,932,299,2021-12-02,811274,199863,Bangalore,Cash
206,2339,667,2021-02-22,725213,75652,Bangalore,Cash
207,1664,1460,2025-12-28,628756,122250,Mumbai,EMI
208,2607,1371,2021-03-17,1260621,56317,Chennai,EMI
209,1700,596,2023-01-02,601497,64975,Mumbai,Cash
210,4876,1352,2023-10-28,539196,192424,Hyderabad,EMI
211,2159,1242,2024-12-25,4024726,32652,Bangalore,Cash
212,7,718,2024-08-18,578390,16720,Delhi,Loan
213,2413,761,2022-01-23,490801,165334,Chennai,Cash
214,1306,686,2022-02-25,1550261,127939,Delhi,Cash
215,1525,686,2023-11-02,1675857,2343,Bangalore,Loan
216,19,860,2021-07-26,2014361,65941,Hyderabad,Loan
217,4215,304,2025-03-10,1236781,69435,Delhi,Loan
218,3930,823,2025-11-08,1365808,49034,Hyderabad,Cash
219,4065,1604,2023-05-16,680239,29667,Chennai,Loan
220,1166,354,2023-12-08,1089335,165668,Hyderabad,Loan
221,2379,166,2022-04-06,1102370,80616,Mumbai,Cash
222,2616,1497,2025-04-04,1297050,58610,Mumbai,EMI
223,1871,962,2025-03-01,1120795,25142,Chennai,Loan
224,3126,915,2021-10-30,431882,73798,Chennai,Loan
225,3893,17,2025-02-11,1008267,16330,Mumbai,Loan
226,1406,1738,2025-03-17,574608,177888,Delhi,Cash
227,797,1218,2024-05-12,4229494,36013,Mumbai,Loan
228,2920,1056,2024-02-28,746775,68964,Chennai,Cash
229,409,1390,2025-09-25,2476529,112915,Bangalore,EMI
230,1246,132,2026-02-16,1904105,7362,Mumbai,Loan
231,2495,1962,2025-01-09,1068338,139879,Mumbai,Cash
232,1050,410,2025-06-10,2157572,19618,Chennai,Loan
233,4120,1996,2024-07-12,1121081,52588,Hyderabad,EMI
234,3064,1003,2022-04-01,2189182,128305,Bangalore,Cash
235,1159,370,2022-08-08,1755267,53990,Chennai,Loan
236,3732,636,2022-10-23,2252219,100635,Bangalore,Loan
237,2648,215,2024-01-17,533938,187048,Delhi,Cash
238,1593,1465,2021-10-17,2204805,182438,Chennai,EMI
239,3285,1354,2022-01-11,3089391,166056,Delhi,EMI
240,423,1058,2021-11-19,3105626,166040,Mumbai,Loan
241,3641,1898,2025-06-02,1956408,82964,Delhi,Loan
242,3051,1081,2024-06-23,3182623,185897,Hyderabad,Cash
243,4148,41,2023-09-13,1339658,109252,Bangalore,Loan
244,4833,1842,2021-11-27,1478336,194350,Mumbai,Loan
245,4348,1477,2025-01-19,871645,70559,Delhi,EMI
246,263,1118,2023-10-04,1063927,86889,Hyderabad,Loan
247,1138,132,2025-10-31,1893424,18043,Hyderabad,Cash
248,3237,1804,2024-02-27,561158,66990,Delhi,Cash
249,4701,180,2024-08-29,2951993,156649,Chennai,Cash
250,3814,917,2022-11-20,1587743,196712,Mumbai,Cash
251,4556,367,2025-09-01,1075307,109798,Delhi,Cash
252,4249,1335,2025-10-19,2039332,165048,Mumbai,EMI
253,245,905,2023-07-11,709438,61279,Bangalore,EMI
254,1258,708,2025-12-24,624674,75045,Delhi,EMI
255,2831,599,2022-08-30,1307436,99349,Bangalore,Cash
256,2485,1613,2022-10-20,2332951,125025,Hyderabad,Loan
257,631,541,2023-02-20,2606366,198345,Chennai,Loan
258,1575,737,2022-06-16,1024468,75972,Mumbai,EMI
259,1074,1199,2024-04-01,969177,108430,Hyderabad,EMI
260,63,1165,2023-05-03,1170924,81510,Bangalore,EMI
261,1404,635,2023-12-01,1519356,99390,Hyderabad,EMI
262,3259,939,2022-05-09,4043697,172856,Hyderabad,EMI
263,3875,1900,2021-06-05,669002,63076,Chennai,Loan
264,4106,93,2025-07-27,597224,140835,Delhi,Loan
265,3337,217,2021-07-11,489703,176047,Chennai,EMI
266,2604,938,2022-01-05,2137515,152702,Hyderabad,Loan
267,4656,215,2024-10-25,711495,9491,Mumbai,Cash
268,4064,165,2024-04-09,2457712,26433,Chennai,Loan
269,283,1411,2021-12-27,909445,174685,Bangalore,EMI
270,1198,847,2024-01-04,1973215,144546,Delhi,Loan
271,636,301,2021-07-06,2883407,74673,Hyderabad,Loan
272,1439,1842,2024-06-17,1516630,156056,Hyderabad,Loan
273,1846,556,2025-04-11,3687815,158493,Bangalore,Cash
274,3686,1672,2024-05-09,2720215,127386,Hyderabad,Cash
275,1119,1162,2024-04-14,655379,13124,Mumbai,EMI
276,2143,1471,2021-05-07,2014934,859,Bangalore,Cash
277,4429,1208,2026-02-19,694931,59570,Delhi,Loan
278,4564,591,2021-06-23,689269,135641,Mumbai,Loan
279,861,1795,2025-12-23,895310,80825,Chennai,Loan
280,3992,79,2025-09-14,3999657,177200,Delhi,Loan
281,2190,763,2024-01-15,3345448,173195,Hyderabad,Cash
282,1612,971,2025-04-18,774461,132114,Hyderabad,Loan
283,1319,349,2024-09-12,1362247,134733,Mumbai,Loan
284,3156,421,2023-12-16,2376746,181606,Chennai,Cash
285,3527,1320,2025-03-16,2113448,162874,Mumbai,Loan
286,1825,1326,2022-06-21,3806037,174437,Chennai,EMI
287,982,1833,2024-11-26,1754458,60623,Hyderabad,Loan
288,3773,1558,2021-09-12,3454461,112050,Delhi,EMI
289,4285,1454,2023-10-09,2217555,192682,Bangalore,EMI
290,1952,226,2023-04-23,1056448,83189,Delhi,EMI
291,1329,1936,2021-12-15,739222,179001,Delhi,Cash
292,942,885,2023-11-06,987346,183271,Bangalore,Loan
293,4326,915,2024-06-02,311750,193930,Delhi,EMI
294,4716,1036,2024-03-13,1904632,117436,Delhi,Loan
295,3871,1601,2022-08-21,1405606,164841,Mumbai,EMI
296,2564,1441,2024-04-14,1611808,95155,Bangalore,EMI
297,1608,1468,2022-07-22,1983129,108526,Mumbai,Cash
298,4396,700,2023-06-11,1163979,100918,Mumbai,Loan
299,4775,375,2024-11-04,1315668,74266,Mumbai,EMI
300,4526,588,2021-07-17,795351,74626,Mumbai,Loan
301,3333,647,2021-05-04,1971111,51741,Chennai,Cash
302,1137,1104,2023-03-28,2286752,76536,Mumbai,EMI
303,4399,736,2021-08-31,634627,25697,Bangalore,Loan
304,2473,1714,2024-10-25,412101,131067,Hyderabad,Loan
305,638,964,2022-07-07,1953752,157395,Chennai,Loan
306,4450,659,2024-01-19,4177092,130482,Mumbai,Cash
307,2921,1027,2025-07-21,1217812,1469,Hyderabad,EMI
308,50,15,2026-01-10,2582113,136030,Delhi,Cash
309,827,57,2022-12-27,430333,138949,Chennai,Loan
310,28,321,2022-06-10,758579,92344,Chennai,EMI
311,3058,1693,2021-08-21,2307131,23184,Delhi,EMI
312,2779,1419,2022-12-14,3345997,15506,Chennai,EMI
313,3181,913,2025-06-14,2045821,69882,Chennai,EMI
314,2834,1451,2022-10-18,734673,159589,Mumbai,Cash
315,3627,1910,2021-06-13,1771995,153458,Delhi,EMI
316,1999,103,2021-04-11,1221524,24441,Bangalore,Loan
317,1538,1253,2025-08-14,1453282,7038,Bangalore,EMI
318,3780,1405,2024-11-21,762585,99915,Delhi,EMI
319,2936,757,2022-02-10,1194302,31516,Mumbai,Loan
320,3512,887,2022-02-20,1120487,89537,Mumbai,Loan
321,4227,998,2025-04-29,996765,4205,Mumbai,Cash
322,318,317,2021-06-01,553469,118902,Mumbai,EMI
323,390,978,2022-03-22,2289136,106582,Hyderabad,EMI
324,268,334,2026-02-12,2316773,169517,Bangalore,Cash
325,3766,1078,2022-12-26,878864,167596,Delhi,Loan
326,2840,1537,2024-03-20,2321496,177624,Mumbai,EMI
327,4767,132,2021-06-21,1727041,184426,Hyderabad,Loan
328,513,583,2023-09-20,2381938,47712,Chennai,EMI
329,4956,255,2021-04-07,1753058,195178,Delhi,EMI
330,3635,419,2025-04-04,4816221,100257,Bangalore,EMI
331,3659,776,2025-12-19,3694222,57669,Chennai,EMI
332,3265,716,2022-08-06,432233,143508,Hyderabad,Loan
333,2333,28,2025-04-03,410494,89900,Mumbai,EMI
334,61,742,2022-06-30,1311670,98258,Delhi,EMI
335,4097,1995,2025-11-01,2274760,135167,Mumbai,EMI
336,1464,371,2025-12-27,686483,180074,Bangalore,EMI
337,4596,700,2021-11-12,1181600,83297,Hyderabad,Cash
338,3777,1362,2025-07-01,2669969,171762,Hyderabad,EMI
339,4625,145,2023-06-16,596356,143063,Chennai,Cash
340,918,1581,2021-07-05,1994338,167754,Delhi,Cash
341,603,385,2024-03-08,1068047,183051,Chennai,Cash
342,2035,1739,2024-10-07,3075088,39125,Bangalore,Cash
343,1015,1479,2022-07-21,823409,190119,Bangalore,Cash
344,1878,1977,2024-06-02,1199998,53735,Delhi,EMI
345,2071,1770,2023-05-25,2261917,59272,Hyderabad,Loan
346,4139,1472,2025-10-10,476645,193283,Chennai,EMI
347,1412,1804,2022-05-04,523983,104165,Chennai,Loan
348,3632,833,2025-12-10,1243409,165281,Mumbai,Cash
349,3239,679,2023-04-05,1937627,68302,Bangalore,Cash
350,777,667,2025-09-13,707567,93298,Mumbai,Cash
351,1461,1045,2023-08-04,649784,72419,Delhi,Loan
352,2136,1464,2026-01-20,627976,173957,Bangalore,Loan
353,4656,1400,2023-04-19,673050,98734,Hyderabad,Cash
354,4419,196,2021-09-20,523736,132111,Chennai,Loan
355,4637,11,2022-08-21,751356,58290,Mumbai,Loan
356,1859,816,2026-02-21,1047549,128315,Chennai,Loan
357,3332,1470,2026-01-01,412058,147312,Bangalore,Cash
358,1549,1328,2022-06-04,3093077,76347,Mumbai,EMI
359,507,1267,2022-05-01,1322103,186615,Mumbai,EMI
360,2259,506,2021-06-06,4738712,111606,Chennai,EMI
361,399,1270,2021-03-15,1416537,46375,Hyderabad,Cash
362,2463,203,2022-09-30,400809,115975,Hyderabad,EMI
363,785,1986,2021-07-31,4148968,158084,Hyderabad,Loan
364,4579,1093,2022-01-31,2044782,189460,Hyderabad,Loan
365,460,654,2021-09-06,2352964,78647,Delhi,Loan
366,1849,1019,2025-06-13,682687,189305,Bangalore,EMI
367,2012,1666,2025-10-26,688664,190825,Bangalore,Loan
368,4708,531,2023-12-14,1738738,116400,Mumbai,Loan
369,2479,167,2021-06-12,829100,106917,Bangalore,Cash
370,4064,922,2021-11-05,2239595,63948,Bangalore,Loan
371,1082,649,2022-10-16,2176194,180158,Chennai,EMI
372,984,1911,2023-03-04,916582,113798,Mumbai,Cash
373,1891,1158,2021-08-29,2198355,17689,Chennai,Cash
374,3802,870,2025-06-29,1505956,178999,Delhi,Loan
375,3459,1463,2025-03-11,951639,74840,Delhi,Loan
376,49,1361,2023-08-06,762175,136097,Hyderabad,Cash
377,932,1193,2024-10-02,1901778,47236,Chennai,Loan
378,2564,431,2021-06-06,653941,55372,Delhi,EMI
379,4163,1031,2022-11-09,4587138,174376,Chennai,Loan
380,4412,1012,2023-02-07,1223476,184672,Chennai,EMI
381,4945,1345,2024-06-08,495426,122162,Mumbai,Cash
382,1824,896,2021-10-30,2174349,146225,Mumbai,EMI
383,4697,1167,2022-09-29,1839617,152738,Chennai,EMI
384,2932,1801,2025-01-20,598833,20755,Delhi,Cash
385,2010,1353,2022-05-01,872176,82583,Chennai,EMI
386,4618,261,2021-08-11,4179263,155554,Bangalore,Cash
387,1711,921,2024-07-24,2180005,116553,Hyderabad,EMI
388,1342,1176,2022-01-04,640507,122707,Bangalore,Cash
389,919,156,2024-11-15,571505,76753,Bangalore,Cash
390,3581,1856,2025-05-25,1592200,136863,Mumbai,Loan
391,2052,1048,2021-11-16,4852021,48885,Mumbai,Loan
392,4805,417,2021-12-24,1843711,71110,Mumbai,Loan
393,32,275,2021-12-27,1671233,149014,Hyderabad,Cash
394,4397,47,2025-10-07,694428,193971,Delhi,EMI
395,4900,1154,2025-08-13,2072997,134516,Mumbai,EMI
396,2984,215,2021-05-07,602116,118870,Mumbai,EMI
397,3884,1564,2025-02-18,724397,151752,Bangalore,EMI
398,2892,183,2024-03-23,999574,83549,Delhi,Cash
399,1069,1559,2024-03-04,2921035,93950,Chennai,Loan
400,4448,1575,2024-05-24,1422175,4032,Hyderabad,Cash
401,2808,1851,2022-12-16,2552236,187492,Mumbai,Loan
402,365,1209,2023-02-24,795264,2097,Chennai,Cash
403,3172,707,2022-12-16,2989522,104055,Chennai,Loan
404,2807,1446,2023-12-09,512008,4955,Bangalore,Loan
405,4822,483,2025-08-04,3420999,49399,Hyderabad,EMI
406,2641,960,2024-09-22,1688793,38246,Delhi,Cash
407,510,1692,2022-06-14,1829785,103347,Bangalore,EMI
408,2913,1891,2023-05-19,1434214,50072,Bangalore,Cash
409,4259,1441,2021-08-22,1655249,51714,Chennai,EMI
410,424,1562,2024-07-16,744799,158132,Bangalore,Cash
411,1382,1039,2025-06-06,1887140,71244,Bangalore,Loan
412,2321,1369,2023-08-05,1926275,73689,Bangalore,EMI
413,3935,1465,2024-07-22,2197331,189912,Mumbai,Cash
414,787,1226,2024-09-11,771410,172748,Delhi,Cash
415,3708,966,2022-08-28,1360027,30659,Chennai,Loan
416,3990,1995,2021-07-31,2387603,22324,Bangalore,Cash
417,4211,513,2023-07-26,2125137,185361,Delhi,Loan
418,1249,1751,2023-12-21,2573919,159052,Bangalore,EMI
419,4408,631,2023-08-15,1076151,58268,Mumbai,Cash
420,1084,535,2024-03-07,3561433,9954,Chennai,EMI
421,3231,359,2025-05-21,2221342,140471,Chennai,EMI
422,3738,488,2021-12-19,842975,191351,Delhi,Cash
423,1981,468,2023-11-19,832595,35766,Chennai,EMI
424,2772,250,2025-05-14,482770,18405,Hyderabad,Loan
425,149,1872,2023-12-12,1162718,145845,Delhi,EMI
426,1884,950,2022-03-27,1874205,75231,Bangalore,Cash
427,1744,1847,2023-01-13,2056541,100075,Bangalore,EMI
428,2831,1763,2022-06-12,3732589,111367,Delhi,Loan
429,1553,1121,2023-03-06,3998941,181278,Delhi,Cash
430,4669,1639,2023-04-23,471354,78534,Bangalore,Cash
431,3741,1283,2022-06-30,894338,192414,Mumbai,EMI
432,54,956,2022-05-07,463336,55550,Mumbai,EMI
433,2191,1584,2023-06-21,2644462,15191,Hyderabad,Loan
434,102,987,2023-08-26,3412624,88487,Hyderabad,Cash
435,1170,261,2023-08-17,4319015,15802,Chennai,Loan
436,138,1087,2023-12-29,1825572,31401,Mumbai,Cash
437,1702,739,2025-05-26,437903,180677,Chennai,Loan
438,4963,1057,2022-07-28,2641859,4560,Bangalore,EMI
439,847,1650,2024-12-23,1218797,5041,Mumbai,EMI
440,1630,61,2021-05-12,3817048,144877,Hyderabad,EMI
441,1502,940,2021-07-18,936836,145008,Hyderabad,Loan
442,4115,635,2024-02-07,1606638,12108,Hyderabad,Cash
443,754,45,2021-10-06,2168883,36927,Delhi,EMI
444,515,1368,2022-01-02,4694953,164774,Delhi,EMI
445,3928,1267,2022-04-07,1458520,50198,Delhi,EMI
446,3491,1239,2025-10-17,1738405,140746,Bangalore,EMI
447,4009,1233,2022-05-28,2403907,136220,Mumbai,EMI
448,3455,529,2022-12-01,956422,188536,Chennai,Loan
449,4498,1977,2024-01-09,1188233,65500,Hyderabad,EMI
450,3193,910,2023-03-24,1152234,38032,Mumbai,EMI
451,609,1932,2023-04-18,707877,3829,Delhi,EMI
452,870,57,2025-01-05,460382,108900,Hyderabad,Loan
